candidate_id,page,frame_bbox,symbol_bbox,num_cells,top1_class,top1_score,top2_class,top2_score,margin,decision_policy,catalog_complete,referenced_datums,unresolved_fields,human_is_real_gdt,human_true_characteristic,human_notes
GDT-V2-P01-096,1,"[925.605, 796.529, 976.38, 813.544]","[925.605, 796.529, 934.352, 813.544]",6,circular_runout,0.363159,position,0.357308,0.00585,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-097,1,"[940.443, 796.529, 983.203, 805.802]","[940.443, 796.529, 946.29, 805.802]",6,straightness,0.320562,symmetry,0.204973,0.115589,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-098,1,"[946.29, 796.529, 983.203, 813.544]","[946.29, 796.529, 955.276, 813.544]",5,position,0.324613,perpendicularity,0.313759,0.010854,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-099,1,"[968.466, 796.529, 988.668, 805.802]","[968.466, 796.529, 975.457, 805.802]",3,perpendicularity,0.461603,concentricity_coaxiality,0.289388,0.172215,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-100,1,"[976.38, 796.529, 1162.205, 813.544]","[976.38, 796.529, 983.203, 813.544]",5,circular_runout,0.309808,cylindricity,0.286248,0.02356,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-101,1,"[701.345, 801.818, 709.855, 808.364]","[701.345, 803.455, 704.291, 808.364]",2,perpendicularity,0.300134,circular_runout,0.211621,0.088513,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-102,1,"[809.018, 801.818, 822.109, 808.364]","[809.018, 801.818, 812.945, 807.709]",3,parallelism,0.367821,cylindricity,0.331370,0.03645,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-103,1,"[877.104, 805.802, 906.827, 813.544]","[877.104, 805.802, 881.804, 813.544]",3,flatness,0.259867,cylindricity,0.253869,0.005998,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-104,1,"[881.804, 805.802, 934.352, 813.544]","[881.804, 805.802, 893.325, 813.544]",6,total_runout,0.346018,flatness,0.311068,0.03495,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-105,1,"[906.827, 805.802, 946.29, 813.544]","[906.827, 805.802, 915.255, 813.544]",6,angularity,0.335148,perpendicularity,0.311343,0.023806,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-106,1,"[920.262, 805.802, 963.909, 813.544]","[920.262, 805.802, 925.605, 813.544]",6,perpendicularity,0.537775,position,0.292155,0.24562,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-107,1,"[946.29, 805.802, 990.557, 813.544]","[946.29, 805.802, 955.276, 813.544]",6,perpendicularity,0.431739,total_runout,0.316751,0.114988,ranking_only_no_global_threshold,,,,,,
